gene study_attention
6324 45
8565 3
55334 1
10814 3
81611 1
4893 1
124056 42
9217 166
23332 2
10744 1
8165 19
65983 57
222584 32
64770 37
23 17
55192 1
23658 1
51186 2
144423 6
11345 1
80169 50
91304 7
57619 13
84433 91
8342 2
54946 1
84002 3
5583 1
80339 44
80233 3
359948 2
1994 77
64919 172
55821 9
987 24
91687 29
4736 15
81605 1
57572 166
9859 85
3266 5
10588 1
79050 17
684 50
8492 4
9987 11
710 1
284312 72
54461 1
119391 28
23062 43
7341 4
2998 20
55964 26
26167 20
4535 21
5531 2
51168 8
60560 15
5620 20
79872 3
64849 1
56927 13
100170765 7
8106 8
728568 10
134265 3
55770 7
2272 70
440023 4
64897 3
79760 4
29015 9
84447 2
4139 2
8324 1
54093 94
5207 69
54893 51
64419 28
10335 1
10652 1
80831 46
7620 18
142679 24
51175 5
10963 11
200879 29
9652 14
51514 45
1984 112
1839 6
51292 15
91942 41
100506736 26
84281 9
2833 27
56673 8
79153 2
100499483 2
140732 1
1785 46
8824 49
54995 7
23351 19
6623 1
7920 41
51497 30
81875 1
51241 35
202134 95
10947 34
57447 25
57515 11
6049 1
4712 28
5990 16
221496 1
9360 4
116151 6
84063 11
84665 2
4543 11
7584 118
10726 25
3832 1
653567 19
84190 11
284071 4
10902 1
50852 12
9468 7
64963 22
287 6
163033 3
22891 1
51605 1
845 2
7301 18
128178 8
56670 42
11343 11
26519 4
55867 59
23309 1
23262 10
9819 36
1281 4
3146 28
286128 11
23225 40
53339 8
5550 224
115098 648
219736 4
340543 4
79184 2
79990 43
23451 27
2736 2
9104 89
57452 16
80150 7
26136 63
26235 9
26030 51
3904 24
445815 24
5478 2
1178 22
1329 2
115362 31
25890 23
1470 4
3294 82
55178 14
7592 22
3848 165
23765 16
50618 2
22870 5
2737 36
3601 42
79739 10
83879 2
5315 2
51097 1
5590 2
100381270 13
63894 4
128 1
54970 19
55871 11
2171 9
92714 18
22863 7
1453 12
283219 2
79368 10
80164 28
388561 27
283160 59
5795 16
27351 10
948 11
10672 92
23788 31
1849 12
4711 1
55786 8
3805 1
24142 25
221150 32
64284 4
51588 67
6227 35
259215 65
5101 3
5255 1
4148 4
4942 6
80019 8
4609 2
5780 25
23344 8
9221 11
91975 30
221662 12
2239 1
160857 2
64768 1
51303 1
8993 9
9623 1
7019 16
23552 35
9958 21
3026 29
79680 9
2674 18
7580 27
9156 70
3251 2
25896 20
201456 6
727897 1
118663 1
2329 8
496 53
103910 1
10627 1
4026 17
91574 25
84851 64
5034 1
9099 14
80031 38
55785 28
10615 29
327 28
336 5
1382 2
4987 82
8065 25
401466 1
5868 5
255239 18
1831 42
117157 44
3732 14
117854 10
8838 9
50651 135
84942 19
9906 58
57599 23
50614 1
126731 7
84331 1
377677 2
6248 13
9456 22
34 3
53373 41
85407 2
6400 99
27131 2
312 15
346389 17
134492 33
55243 1
55582 12
8301 1
23420 28
54982 9
57786 12
7223 21
1785 61
51747 1
26205 44
548593 15
79008 44
90293 2
337974 6
492 18
145508 139
1534 12
27286 11
79657 1
10098 4
28960 14
3426 36
1995 18
83741 127
1149 15
7402 20
6837 43
83544 1
55840 11
55276 12
80149 6
729408 8
26749 6
100101629 36
79057 16
26470 4
55072 40
6888 38
23512 63
54714 22
4000 1
151246 1
9984 13
58495 52
12 4
8266 2
92856 59
162540 2
201595 31
56899 5
1146 57
340654 46
6392 2
1524 1
29968 3
221120 58
55897 16
729250 1
729240 3
122183 20
729246 17
729233 52
51116 1
81285 193
5528 9
116447 7
313 11
25836 83
64427 31
7188 8
26061 1
401250 43
80258 21
51252 1
55333 5
150483 4
80205 1
140689 12
84897 16
79832 15
5316 1
23114 4
8612 90
114790 44
8871 8
4618 2
127281 7
260429 1
59067 1
1105 1
9737 9
27145 18
3014 41
90060 1
6092 96
3892 8
8218 12
26512 1
114335 25
90987 5
51388 24
1411 11
6520 49
57088 5
100526740 7
84293 18
7915 42
163486 108
8509 19
22873 8
55511 8
389084 12
55129 52
146852 44
112399 1
79989 56
79745 2
55159 39
79815 3
22898 15
1781 16
124245 1
25975 12
7424 2
64743 2
22 1
80323 9
6139 9
148423 8
1788 5
115752 3
285855 1
10772 5
5909 183
149345 38
51192 48
26063 17
23198 1
93377 1
386653 20
161725 55
5959 1
5997 2
8832 6
79906 12
90850 16
253714 15
11045 13
2783 25
152815 54
22953 12
283383 3
22820 155
8894 17
245973 7
6897 69
57455 54
26515 2
51106 13
54959 63
373156 2
64101 29
83590 65
27018 34
1748 1
54807 18
10669 3
4295 5
26585 3
9401 3
9617 5
1499 19
55501 28
64771 2
131 29
4142 26
4043 6
29988 2
24137 22
5019 127
284611 23
6745 8
112464 4
80764 123
1767 5
4795 21
286826 5
130574 4
6814 9
220965 8
7629 10
11149 101
90557 35
221477 10
198437 2
55634 22
6546 46
55142 26
51283 2
8562 84
23028 16
55125 2
374355 18
9783 16
55342 1
8310 35
9722 30
140881 205
84275 2
85479 6
9855 1
2037 30
85315 4
159296 2
80032 4
1783 1
8940 35
29109 1
10484 4
29796 15
6607 10
6606 10
400 10
55851 1
402135 27
5611 12
26286 66
5744 2
55766 6
4878 2
64897 2
8239 1
51412 3
366 7
6697 1
56944 20
8667 6
54991 4
50863 2
2615 42
83642 1
219743 75
3321 18
10049 3
7802 2
1630 1
203076 10
10049 159
201627 4
6357 2
3486 41
4093 2
54558 4
58985 2
9463 1
54583 60
63910 1
140686 11
5721 29
611 54
283576 39
58517 2
91227 53
1404 2
112770 1
10542 3
4085 19
79143 41
221393 21
10956 1
207063 49
6664 35
55282 1
57122 3
85440 53
1213 7
112714 7
5193 1
25799 156
6541 1
6671 5
283106 1
1326 80
84174 152
6742 9
84823 26
9752 29
6406 1
678 23
6773 34
255520 31
644591 1
160298 4
10172 17
51187 3
3008 1
23287 4
57595 12
79744 17
11078 5
4176 74
3127 1
6764 1
1543 22
29986 3
54874 29
7695 2
55173 56
207 7
56893 16
795 1
5714 28
54458 22
1071 2
10723 15
302 1
54860 11
7379 99
6426 4
9736 3
55924 256
4114 11
23047 382
2921 10
53918 23
6189 27
84896 16
26039 1
240 6
84898 4
79682 2
5016 1
4552 99
10257 11
4831 37
65981 18
11174 2
126375 7
910 38
5049 3
817 13
10380 1
6604 3
7110 23
2237 79
5407 13
83795 35
899 50
26094 4
5300 136
1479 33
255101 7
29080 1
1193 37
627 27
92086 24
55967 55
8348 27
8665 4
22845 1
346171 40
79154 8
51005 3
3156 559
6728 16
79020 1
9630 18
200558 1
2556 18
5291 12
4301 1
5064 20
1723 1
10615 6
6405 2
135293 28
27152 9
9277 59
54543 9
203054 2
57539 26
10671 6
27109 84
79228 25
23170 17
54106 1
134359 2
200504 2
9854 45
121268 14
84264 4
83849 59
102724488 1
51194 17
10326 43
54888 17
11334 21
10097 142
54460 5
2033 39
55274 10
2530 27
3652 44
22941 4
83877 4
81671 1
2835 11
6399 9
3010 1
10140 12
3998 2
25876 2
51030 4
8777 16
2779 2
343035 3
23274 2
79363 1
6520 9
57520 81
11212 9
1673 33
100289462 2
2811 19
141 20
9904 37
10135 8
6944 15
348093 8
5826 14
1209 1
2946 1
1874 7
771 12
55958 27
90293 5
6835 120
2131 24
8726 15
151195 18
84286 36
5436 3
51335 2
55374 25
10400 3
9914 5
23161 8
54942 7
1413 1
84826 6
133022 1
53826 1
116442 100
50944 1
79849 9
5814 10
26 1
113174 70
5069 1
7857 18
55812 7
30000 5
10011 10
51478 9
10248 2
25900 12
2218 30
79400 31
160140 19
50809 11
51123 1
3608 33
150383 43
51122 67
124404 7
10464 4
100129654 159
148223 31
56479 128
9857 98
11152 6
9534 5
57835 4
3949 3
55286 32
83444 7
5068 1
57663 2
6375 5
6249 79
9439 36
3811 31
90507 2
26960 19
26872 33
345557 22
3624 14
83855 1
54882 19
404734 12
9966 1
284612 31
9513 86
7701 13
81614 3
2159 8
51575 216
1780 42
9643 24
54918 58
5025 1
7922 22
1015 8
4830 4
27010 1
51019 27
55285 7
1442 91
9653 6
51533 2
10494 8
23203 6
6122 1
645121 34
57159 21
23348 5
965 1
554235 27
4495 1
55332 2
2017 2
225689 56
686 9
163059 1
5037 23
274 1
3656 63
132625 7
8795 69
64225 66
8820 33
128153 56
2043 7
84654 2
79727 8
60494 3
5074 82
55174 37
55827 1
58530 34
201161 2
7837 1
440955 12
653505 3
51326 5
100506084 60
100996709 1
79071 34
3444 18
5127 1
5618 22
3300 6
662 4
150737 2
117195 1
54033 2
57584 25
11279 1
3976 29
7264 12
79696 22
9127 27
7040 13
102724428 48
9710 3
4692 6
23590 5
55756 37
25932 1
9189 13
2923 44
388939 1
55700 6
57502 2
352954 7
10302 9
6601 21
55259 2
85461 35
80709 16
5578 767
7407 50
11219 1
4048 1
5579 3
124446 27
89869 19
22978 4
84282 97
4355 4
160287 1
7141 3
5813 35
92912 94
57144 27
84173 81
2950 2
1978 9
378950 2
25901 11
11100 15
10841 1
337966 38
79794 37
11318 3
79065 9
113419 1
54020 1
1936 3
140432 24
27022 16
55312 2
3208 3
336 1
133 2
1906 106
57180 1
51596 11
9411 95
5636 9
400720 4
22919 1
4179 12
5027 7
55315 356
933 3
6658 69
100131211 6
79442 17
27246 27
134145 16
8568 1
10959 4
83737 1
56110 1
25976 12
51762 2
2147 72
140832 1
79886 1
10038 5
391123 2
84668 3
163590 43
7084 1
5093 10
56252 15
5692 24
751071 36
6598 6
338751 2
79594 36
5108 22
285368 1
147945 5
54556 11
1774 16
3623 1
64693 1
85004 1
51046 35
4038 2
1233 1
29109 24
9900 21
166378 62
8079 30
51350 79
51619 25
115761 269
823 59
338707 1
11243 59
100527963 79
2011 4
6251 1
94121 7
3178 60
79782 1
83596 49
285672 2
843 3
84316 23
6301 4
1638 11
131831 1
5326 2
6369 3
84456 5
7675 1
1953 49
51318 22
9014 46
90952 2
53407 7
23396 232
10043 44
83461 86
1195 1
5892 1
56983 13
26088 45
4121 4
11066 3
10982 23
125 15
10399 19
50615 1
2052 5
348807 4
94030 9
57798 13
8405 1
171392 19
10412 1
10608 8
9723 43
56920 7
4928 2
10728 15
64093 1
4007 3
60314 54
51125 9
472 26
158219 1
80131 103
6915 2
6707 27
10051 113
4069 17
54988 13
84418 1
389320 15
1234 2
55729 8
79870 10
7108 14
714 13
8535 12
1123 8
5021 5
3614 2
477 10
129787 17
342979 2
6234 247
27302 145
284 23
55578 17
54065 45
102723553 61
2053 24
85014 1
151473 5
81550 26
79447 23
440712 1
4342 62
79173 1
11237 23
100505591 12
7392 2
9390 11
10658 14
63925 2
91304 3
8890 1
137695 22
23670 4
3704 23
11328 229
51665 17
9688 32
26036 43
64422 1
8200 3
85329 27
350 4
29952 16
259173 3
84619 3
5694 1
9185 13
2303 1
3512 14
374918 18
64866 1
138065 21
3071 28
10392 49
6527 8
8900 9
83894 3
6757 1
727837 21
3589 1
55888 1
8087 1
28992 4
51701 53
200162 3
63892 1
1915 21
11181 19
25789 81
894 14
58529 16
103 21
55107 1
10254 58
57213 39
400506 29
91662 31
64224 2
6236 11
7311 16
10289 13
656 5
80005 13
23435 14
10296 30
55968 14
7127 11
80034 3
7477 1
116085 2
219771 4
387921 16
3937 2
11051 157
1803 18
148066 2
126069 2
29081 68
130013 22
1460 10
4253 14
283685 24
54556 4
9682 1
339834 28
11247 59
1132 1
7025 23
9618 29
2261 27
84461 12
51808 19
80326 85
246 3
1800 4
3817 3
22869 1
147040 18
1545 2
219931 39
153 9
79802 35
7760 296
3110 44
10137 27
7106 7
387715 55
65251 2
55326 1
55614 9
7761 40
9818 1
9923 1
11281 3
10763 1
59342 19
84319 2
1999 3
122616 1
120939 9
5408 17
11172 23
23065 29
9963 2
54927 9
84067 2
9701 1
8028 9
51311 1
5001 3
513 5
6598 18
7325 1
6187 2
377630 39
284996 2
8440 47
200014 24
420 22
11231 3
5198 1
8187 5
4538 2
9735 5
6426 28
5608 10
29889 1
10494 14
6170 14
3576 10
6146 59
7417 19
57647 43
2712 10
23541 3
22990 14
105 17
139105 20
158747 105
51386 7
5510 5
146754 379
374900 14
58492 6
344807 2
347862 1
5376 1
113174 14
116840 29
4008 1
10352 2
474343 64
3029 59
3636 59
9971 40
6752 1
23126 1
3163 74
921 18
114088 1
202151 2
6790 8
23179 74
80740 2
79017 63
242 209
55316 19
799 34
6919 19
57146 106
23475 3
4594 32
83990 1
51719 9
3945 5
8698 115
9 47
79158 7
7916 27
55699 10
6234 28
9718 1
110599583 18
7529 2
11005 2
9389 18
28996 105
2181 15
54941 2
64843 4
5662 37
64478 186
5451 5
10871 11
4122 48
375035 1
80222 51
1807 15
2817 8
116113 32
9851 131
9525 2
3512 1
221424 33
84528 49
51205 1
6747 27
112939 1
11197 3
7316 32
10203 1
5373 21
90580 4
5710 2
10728 36
23466 2
130540 4
388468 35
6194 110
55689 17
9167 36
8521 56
51150 24
3090 56
4654 1
89882 3
7743 11
10861 13
6160 6
4084 1
5176 52
57822 34
4440 26
89857 133
155061 55
2202 27
23495 1
23210 2
91012 18
729359 1
7082 47
962 12
57035 4
11278 26
353333 198
57523 26
10474 2
9696 62
30011 1
1352 2
6651 4
953 5
51244 1
1435 1
729830 66
90678 8
6921 87
23604 30
139599 8
92749 1
79725 3
7431 15
23471 11
56987 22
100507421 1
726 4
51332 33
64130 18
10990 1
23148 32
84271 42
389203 13
4430 4
6940 1
23165 2
54877 32
22843 43
161502 4
1020 1
197259 27
85442 19
4133 31
8549 15
10742 18
4782 1
255631 12
6286 119
117248 1
326625 2
10103 54
56913 6
5260 3
11165 6
79650 32
441168 9
1956 47
136263 7
4015 82
5097 25
55180 103
83989 29
10390 21
5610 11
1116 16
339123 14
23761 1
84735 1
128637 30
29887 84
11140 32
60559 1
6612 4
23291 22
132160 30
3561 3
51676 10
137392 3
5063 3
4154 5
25949 49
22950 10
147746 12
149465 1
57038 2
84188 5
221421 27
83591 1
64429 40
285966 67
84233 14
7351 14
8676 3
140836 21
51188 11
93436 2
503542 13
3581 1
2846 25
94039 21
51134 67
149371 35
55284 1
27335 85
26228 32
9846 6
23468 2
26521 1
10694 4
65263 9
54206 25
11015 1
9254 27
50865 64
80830 22
727851 12
22844 6
56650 21
81929 10
10553 24
93408 7
153241 7
58533 7
399693 47
374986 9
56676 8
54865 1
146713 15
55717 3
50509 8
3065 9
10320 1
2066 2
2937 1
5341 1
7032 32
84135 21
2906 7
9459 2
6637 3
255104 35
26472 5
54938 1
51066 18
283150 7
57804 1
221395 29
91452 9
1746 83
51655 1
114336 1
23108 4
7073 2
14 23
23394 26
11132 144
6276 9
6091 10
8629 13
1410 18
57522 2
2266 2
222223 3
7094 17
51365 1
139818 2
9720 19
7111 96
27124 6
79633 3
84918 7
144125 19
2113 39
1742 39
5020 83
162461 27
10240 23
81539 42
25759 1
57231 43
10333 3
51316 96
118471 31
85015 7
10524 17
3054 16
136242 47
267 56
4629 1
84315 3
64925 1
819 278
9265 20
54965 9
506 2
7430 1
55339 8
390792 53
64375 13
8775 7
7167 7
4915 1
2260 69
129563 30
128866 1
54505 5
6232 45
8690 32
29071 9
7155 1
9044 68
5950 8
84334 4
85480 3
9146 17
9455 15
10975 26
3118 4
3209 26
10499 19
116449 3
8671 1
84187 6
56776 1
117285 3
400831 1
832 37
79752 1
2824 2
353 6
3338 27
51290 39
4361 45
1536 3
84932 1
5033 1
10428 27
51032 38
2193 5
170394 6
56929 4
55352 1
9918 3
84236 83
55319 6
91752 11
22900 42
80346 7
59284 8
10869 8
100431172 1
5201 59
89910 4
140823 5
129080 1
10181 2
162963 5
4536 37
6366 69
10845 6
29102 11
4057 2
23281 34
162515 1
54 7
114991 1
28974 19
11108 15
5631 6
157922 16
399 16
7691 15
8533 8
121549 2
7625 23
1843 8
9124 79
10195 2
83729 1
9626 1
974 19
57819 2
1412 1
7062 6
4739 78
9240 6
63932 86
51257 1
440163 17
116 10
6002 92
4245 1
10277 4
51002 1
2873 3
1947 19
162394 4
283349 1
10994 17
54971 20
1232 1
25941 5
56160 19
8365 28
8363 22
8367 6
554313 26
8364 2
8359 144
121504 10
8294 14
8368 1
8360 21
255967 13
28227 3
57142 1
8891 3
150379 20
4223 1
9319 35
23558 1
9948 49
493829 51
56975 1
54413 23
4222 4
3122 2
51105 10
2257 34
10687 39
65991 13
130535 53
54554 3
81620 4
1200 28
51236 73
79161 6
4651 1
157285 1
5154 35
8190 1
10460 1
6741 2
960 38
1525 6
51735 7
57168 5
5704 1
1121 1
79873 11
129685 24
65975 31
4089 1
10598 8
7771 11
92342 110
83719 51
55165 96
6628 5
146395 14
2946 34
55147 6
7638 48
3163 72
220001 11
64689 26
8540 1
326340 2
4489 5
3451 2
3708 47
169026 15
91368 7
57335 16
55331 8
81789 2
9322 1
8460 44
79567 5
6155 78
55703 20
83899 6
9172 45
8192 19
7163 8
404636 2
64129 5
220134 17
23245 31
8633 1
8100 27
57018 63
26053 23
29855 44
51268 11
5137 23
55848 31
81327 3
84893 1
64089 1
51617 14
5972 4
79759 4
6339 12
1857 18
1559 3
27231 50
100533105 2
23678 1
9524 1
9403 49
49856 60
84924 27
23334 1
5977 42
5046 15
93129 83
147929 4
57610 20
4145 3
374899 4
11079 1
4991 29
441273 14
6477 5
92935 7
844 10
7248 66
91768 5
10640 4
4512 9
11105 89
375790 1
11104 14
7080 61
6161 12
1400 2
3783 6
6539 1
253650 54
4725 2
88745 17
90522 5
91289 3
123264 2
81689 2
9635 14
133121 15
51510 19
23379 79
57140 2
113220 27
2124 3
1892 16
5481 1
7840 26
57699 3
51284 32
94137 2
101060321 14
23141 37
6554 8
967 12
51074 15
5447 15
84954 10
116931 4
9074 59
55471 22
83450 31
7694 1
51765 27
7037 3
8544 16
7133 5
152940 7
665 1
23483 100
79072 30
79894 15
6194 39
3673 1
56915 3
644943 13
7586 5
9527 3
6262 23
353274 4
4126 45
710 10
90933 28
29990 4
170680 14
26032 1
92291 1
23347 23
158 36
8785 1
2673 22
9337 185
4097 1
8682 10
143630 11
64065 34
79230 38
83479 1
1087 32
55068 15
150590 63
92667 21
150696 18
51552 2
127391 42
23569 166
6383 7
400581 67
148823 1
10455 34
55039 25
54923 4
402415 1
197258 3
6046 3
9588 14
7355 3
145853 31
2553 1
10631 1
2264 82
9610 19
85379 2
51073 4
9869 1
140685 52
84079 8
474354 5
11321 1
359 35
576 79
1153 1
58487 76
9922 12
2315 115
101059918 35
163223 1
11264 160
6698 35
56122 59
51320 1
57332 4
27020 54
27291 3
26297 23
26985 4
92558 5
161829 57
6423 10
27250 1
23230 14
115572 1
28511 23
9252 5
9351 40
1374 10
5727 4
2245 12
4998 19
1179 12
29888 1
5968 1
54674 137
221294 54
26524 3
79613 2
794 32
57128 1
6663 1
8786 93
348013 1
56548 18
11319 34
440051 25
54919 1
84131 5
4175 55
4209 24
3428 7
1488 27
55266 1
64102 55
2139 183
30 48
1192 1
10548 4
10276 24
84229 2
83872 1
2690 1
642658 29
7332 1
7368 21
9465 1
79799 5
2734 25
10413 22
23190 68
9776 1
54952 8
1615 61
887 2
10394 22
1737 5
222236 66
1856 5
1063 13
2241 2
26266 1
84210 1
746 4
5083 1
54209 1
90196 6
7356 20
11073 3
54453 1
9057 2
123904 15
29761 1
3431 9
10291 1
84246 42
29094 2
65980 57
9639 1
3880 129
5725 2
51077 6
11102 18
9670 25
79774 44
170626 12
22884 2
2981 98
51479 4
121551 1
325 2
26017 43
23481 8
8613 155
1747 3
79885 9
3736 7
2752 18
89874 7
401474 8
26272 3
252983 10
11031 5
170589 8
51629 25
92421 1
8874 31
7567 44
5164 3
150275 2
55197 18
56146 55
6934 59
339487 34
10147 6
57544 459
10807 1
51184 1
64968 21
123228 35
84901 19
51400 9
200232 7
10081 3
2220 1
57167 8
5026 25
64788 1
4542 29
7123 4
2232 14
1130 20
55585 15
4674 98
26959 16
148523 22
6888 8
84310 4
51082 70
55327 16
6134 10
6597 26
388650 9
220002 5
50485 2
2521 2
27233 4
120114 31
51231 75
51715 1
22834 79
55664 22
7551 9
64283 11
404220 309
58155 28
3217 11
80763 1
401541 1
4582 61
58475 10
392509 13
79665 9
64793 22
284439 1
54881 50
11344 10
79768 9
9130 7
51237 9
9180 12
10906 19
80006 73
88455 33
204801 1
153562 7
7988 1
50808 51
22909 4
4488 16
6820 7
10575 21
51594 5
27295 64
57104 20
5954 73
130271 2
2968 1
3092 1
9745 9
1903 11
56924 3
106821730 1
136853 8
8836 9
338339 3
9452 1
10578 3
84163 1
613212 8
3851 20
3558 2
60490 4
29765 2
83857 17
2661 1
84066 14
1829 1
7288 1
3746 66
341676 10
3078 53
54929 1
79608 13
5747 4
3738 2
634 54
3566 13
51421 2
55181 14
221786 1
54997 1
2551 11
8668 21
9779 1
57488 19
9050 16
2890 18
139065 2
10120 5
26173 1
23304 38
8604 24
152518 3
112942 478
145483 110
84128 29
9442 11
353174 1
90204 1
388555 9
48 25
22850 72
22827 8
8061 11
9546 8
25828 12
10642 7
90809 3
163590 366
83897 13
6621 56
83546 2
26165 5
7879 11
7134 5
4728 7
84271 1
7314 1
301 5
81671 1
11036 6
285755 2
55273 39
64374 21
10868 25
53616 1
9880 17
51406 1
92170 2
3064 12
64943 7
11250 15
55628 20
25984 15
7804 13
150677 134
26038 18
23007 16
57510 66
10406 1
79295 11
55083 32
146330 12
170960 1
4218 1
5034 29
112970 96
1466 71
26507 38
55750 8
283093 16
3394 6
10788 20
10989 1
23491 2
84649 31
8439 17
255394 15
81894 6
27349 9
150372 20
2322 3
115908 23
26011 59
404093 25
56829 3
125962 2
201299 92
51426 41
2639 1
2526 13
54346 1
8862 6
161835 1
115653 2
9868 17
9770 1
353137 257
52 130
55437 60
55108 5
113026 10
6911 1
8411 1
55255 22
5287 3
3682 39
65258 1
29896 3
733 3
23090 1
27132 25
29974 4
57508 43
752 4
3120 1
4513 5
4238 21
84660 8
10294 27
83938 14
23390 3
5832 57
25771 1
55692 2
9782 14
146862 2
64343 35
84695 1
196792 1
284427 1
22992 40
375033 9
2971 13
23499 17
840 1
1340 41
64600 2
22894 13
22974 1
7433 45
10735 18
125476 21
4738 1
5098 15
6367 1
3790 70
26015 28
10269 1
152687 7
90865 12
23082 75
2875 79
375323 5
27079 16
94122 5
6683 1
5781 16
84266 24
122651 173
148867 3
8986 11
400966 38
166655 48
4619 6
8819 2
1939 32
51377 13
54841 1
79863 3
91137 215
8720 39
56650 33
51806 13
10569 1
1267 53
5747 32
5604 5
2798 48
55680 4
1958 107
4698 13
2542 59
2176 6
5915 8
80095 20
390916 31
143662 12
9649 1
27128 2
55751 249
3664 11
84206 1
155185 1
10 2
5680 17
310 27
79085 7
874 14
3827 11
8803 1
1527 1
133308 8
85300 64
2587 1
440270 5
116328 14
1520 2
60385 18
399814 41
161291 3
214 38
1894 38
55846 7
51645 1
5525 1
54514 1
26050 6
168090 12
5898 24
23259 4
128486 30
9540 23
1582 34
55727 1
1813 39
282973 126
3171 1
9380 51
79577 1
85291 66
51651 4
1289 5
23429 4
9256 35
79622 3
11316 9
80823 31
8904 57
1104 32
10328 28
58503 355
10434 4
54707 12
55831 14
114822 3
30832 6
57567 5
388969 1
2287 1
3658 29
23354 15
57645 2
64219 1
255877 63
2271 8
25957 2
4350 9
347517 22
144165 14
5976 11
10017 2
377 94
171024 60
632 49
93587 24
51537 6
1026 46
10675 180
3178 14
83743 25
22827 6
23291 18
3202 10
306 7
1762 3
148753 1
145645 8
10274 1
7756 25
8731 3
80739 34
51727 33
5310 19
5983 1
8618 10
5264 10
51124 117
167227 7
55076 16
81851 67
14 36
26190 9
392617 196
284565 125
142685 19
2275 29
9748 1
245939 13
149473 13
51208 70
51279 104
7867 22
55665 23
1400 16
5734 53
11140 21
8395 50
905 5
10572 24
51363 27
55753 18
3038 4
912 41
56977 15
55972 8
136895 6
2521 1
169355 73
10993 54
7105 1
9828 83
5985 12
1603 14
5724 3
4340 22
8907 1
51659 74
29128 70
23371 16
219738 24
9479 2
3778 105
5717 44
8987 2
546 7
79670 2
122402 108
51501 120
284323 2
6788 1
29994 34
6767 6
4775 86
148738 60
64112 46
93974 12
5469 1
3742 3
10311 6
149069 20
6623 75
170482 12
57466 23
6496 1
50999 20
54981 37
759 5
11064 2
56302 51
5304 18
11201 140
580 19
2304 99
5901 25
286676 22
128434 18
5706 44
23500 2
25861 3
23635 4
10653 12
11342 33
10797 21
55186 10
22880 8
57103 3
441518 143
57513 1
285782 13
8538 3
9639 16
8501 1
127253 4
115273 28
114907 21
221908 6
2395 189
23457 8
84502 4
64981 5
401258 61
23223 12
8985 96
115207 7
84058 1
1051 19
6156 46
11272 6
1047 4
5689 1
5411 39
56993 8
92595 15
10939 17
57561 1
79034 1
221302 119
3675 10
79968 3
121506 53
4123 7
27292 67
25801 29
3112 3
4985 1
3948 19
11021 2
2782 52
3685 9
9654 58
7444 89
64946 12
8443 3
63877 3
81035 1
388324 61
1476 3
124801 12
29843 4
11182 24
124245 4
29842 29
161514 2
38 31
27304 8
23421 42
26750 19
26151 9
55308 2
10910 2
7225 31
8761 47
112812 34
56142 38
4869 30
84939 7
9781 3
84912 8
5501 34
80070 87
11196 15
199786 29
138151 10
23484 1
100131439 16
80219 6
64778 28
9356 2
10581 10
9436 5
1397 1
5644 5
57795 98
57178 22
1133 31
10713 2
116225 6
4735 3
222229 76
10555 4
728340 2
730394 26
286256 92
64403 61
8403 2
4337 14
56925 1
4361 1
29091 10
55210 1
90273 17
55017 5
9219 12
57590 6
3225 168
112849 2
10538 32
29978 26
56254 8
147841 12
2894 1
55048 1
55355 16
6166 12
202052 35
23474 15
26273 1
84129 13
3551 2
56140 2
55288 10
55908 1
9202 2
977 9
401647 1
53838 21
80255 2
154 1
79882 6
90826 6
51075 63
8742 4
23521 7
122402 65
23645 7
23184 45
4923 9
23389 5
80195 1
23588 1
943 32
8189 1
8725 4
130162 1
10425 1
414059 25
1810 2
146956 34
29090 2
115701 55
51072 43
142678 5
5087 132
166647 16
6208 16
27039 4
4940 19
80184 38
81 1
3456 4
284309 48
100507203 19
58525 1
25936 1
10664 4
4995 1
154796 1
4714 1
56899 3
55906 14
65264 91
8500 188
129804 5
91584 8
100129792 9
2072 53
2109 1
6760 2
3249 13
23428 21
8672 18
22794 58
642 12
144233 24
10382 44
1448 17
10247 72
181 10
1954 43
64105 1
9768 75
23174 3
56912 2
2253 4
2056 13
51663 6
9719 4
83758 29
3018 13
126626 10
11098 7
6902 1
1373 43
10425 55
4708 37
4606 11
23560 1
64762 54
5434 6
1104 169
128488 91
10636 38
317772 16
220963 38
3017 1
54556 33
6504 4
138715 13
25793 1
84706 3
84319 1
11092 15
23438 3
2576 37
2577 23
5537 9
22916 4
10043 16
93474 94
27342 24
153571 21
6196 2
158506 41
199990 19
3467 31
2125 30
8861 1
84935 1
27336 108
54971 36
124751 14
27111 25
5713 1
112817 6
5199 15
5297 6
4697 17
285596 6
27043 27
10290 3
1349 3
348487 1
3135 34
676 14
55726 69
5358 76
57630 5
96764 9
29956 5
57509 74
146909 3
11052 3
6647 26
727936 31
338324 6
54529 1
283417 18
139341 24
81691 2
57449 27
84224 1
131870 6
9970 4
4643 59
23593 4
7702 4
80210 141
123688 13
51088 29
3920 5
51112 1
5362 14
84324 23
145501 13
345 18
151313 2
23269 1
4519 12
90480 1
5514 24
55819 14
5931 12
122060 27
23626 1
57628 2
29101 135
83882 4
2254 20
729597 16
6840 43
2119 58
8382 27
1877 3
2193 23
23132 2
3837 17
63926 227
254013 17
8637 5
200765 1
728358 24
1667 1
284348 9
51496 15
7274 21
123879 1
53345 12
85280 18
30844 16
80185 10
197358 6
9791 1
92749 22
8893 2
9378 39
83983 13
23164 88
51061 23
8325 21
28970 9
55652 2
132720 1
7006 18
4862 19
100302736 1
353376 7
2628 5
4733 23
126326 1
8394 19
9406 2
3329 2
138046 11
